Date,LGA,LGA name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,JobSeeker Payment,Low Income Card,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pension Concession Card,Special Benefit,Widow Allowance,Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance
2021-06,36630,South Burnett (R),10,90,5889,20,1812,12,1077,558,2503,2498,2009,2636,1934,242,163,555,0,11220,0,0,271,49,2896
2021-06,36660,Southern Downs (R),11,74,6106,34,1275,12,657,803,1840,2701,2081,2563,1837,253,175,530,0,10473,5,0,260,86,3113
2021-06,36720,Sunshine Coast (R),113,140,43737,934,8575,121,3512,8069,9833,20298,15718,20694,12754,1684,923,3027,0,68929,26,0,1588,2579,25041
2021-06,36820,Tablelands (R),43,108,4253,32,748,6,429,654,1085,1813,1457,1864,1496,124,94,400,0,7110,5,0,157,61,2098
2021-06,36910,Toowoomba (R),99,296,20185,287,4468,90,2125,3426,6476,11545,9303,11623,6858,916,750,2224,0,35254,17,0,1176,971,14000
2021-06,36950,Torres (S),24,123,131,0,49,.,32,0,77,336,277,463,230,5,45,96,0,382,0,0,50,5,59
2021-06,36960,Torres Strait Island (R),180,403,192,0,51,0,45,0,54,662,560,1330,617,9,93,231,0,668,0,0,86,0,110
2021-06,37010,Townsville (C),241,705,16221,338,4966,83,2338,2274,5877,12969,11018,14886,9587,827,660,3091,0,32526,15,0,1414,1705,15197
2021-06,37300,Weipa (T),5,24,45,5,30,.,0,0,12,156,140,118,56,0,10,51,0,127,0,0,11,0,68
2021-06,37310,Western Downs (R),17,86,3369,15,1025,14,605,562,1559,2612,2115,2415,1566,131,166,620,0,7132,5,0,293,76,2538
2021-06,37340,Whitsunday (R),10,69,3531,18,736,7,358,542,1040,2058,1668,2287,1887,149,114,465,0,6476,0,0,173,50,2594
2021-06,37400,Winton (S),0,0,113,5,13,.,5,18,33,61,44,42,27,5,5,12,0,178,0,0,5,0,42
2021-06,37550,Woorabinda (S),10,54,25,0,18,0,17,0,51,191,183,325,247,6,9,104,0,264,0,0,60,0,54
2021-06,37570,Wujal Wujal (S),0,19,23,0,6,.,5,0,19,46,38,118,80,5,10,16,0,78,0,0,5,0,6
2021-06,37600,Yarrabah (S),39,172,100,0,101,.,99,0,123,445,422,867,612,9,26,204,0,670,0,0,157,0,268
2021-06,40070,Adelaide (C),53,8,1100,111,150,5,71,450,866,461,399,2042,1212,103,16,68,0,2765,13,0,117,774,2361
2021-06,40120,Adelaide Hills (DC),6,8,3836,99,645,10,190,1056,545,1378,1005,1562,828,180,56,132,0,5343,0,0,63,245,955
2021-06,40150,Adelaide Plains (DC),5,5,854,11,333,7,156,67,356,611,457,595,420,40,19,89,0,1725,0,0,60,45,375
2021-06,40220,Alexandrina (DC),5,5,6082,37,957,11,410,824,1136,1668,1248,1744,1348,234,84,221,0,8805,5,0,112,135,2155
2021-06,40250,Anangu Pitjantjatjara (AC),0,17,61,0,7,.,8,0,144,309,269,685,543,0,82,97,0,419,0,0,54,5,5
2021-06,40310,Barossa (DC),5,9,3447,25,641,9,238,592,601,1301,980,1216,773,127,53,175,0,5042,0,0,72,109,1110
2021-06,40430,Barunga West (DC),0,0,622,5,113,.,64,43,146,105,76,125,161,14,10,19,0,963,0,0,6,0,179
2021-06,40520,Berri and Barmera (DC),6,19,1753,7,462,7,236,171,626,786,633,779,649,63,50,144,0,3212,0,0,93,31,857
2021-06,40700,Burnside (C),6,0,3542,94,548,8,120,1844,623,1265,952,1829,847,156,36,83,0,4963,6,0,35,467,1443
2021-06,40910,Campbelltown (C) (SA),6,0,7086,118,1392,19,468,1162,1419,2573,1981,3081,1697,257,123,284,0,10419,16,0,148,637,2693
2021-06,41010,Ceduna (DC),7,22,409,0,66,0,30,50,109,271,226,380,283,9,23,74,0,721,0,0,40,0,162
2021-06,41060,Charles Sturt (C),49,60,15163,300,3694,42,1633,2121,4354,5743,4582,7256,4993,603,268,857,0,25400,36,0,417,1320,7218
2021-06,41140,Clare and Gilbert Valleys (DC),0,5,1253,8,252,6,105,243,336,517,382,457,340,40,22,72,0,2023,0,0,34,23,427
2021-06,41190,Cleve (DC),0,0,231,0,38,0,10,51,50,94,60,124,45,5,5,12,0,333,0,0,6,0,59
2021-06,41330,Coober Pedy (DC),0,0,297,0,44,.,39,5,128,121,107,232,277,0,6,35,0,622,0,0,18,5,150
2021-06,41560,Copper Coast (DC),0,7,3261,7,801,9,421,321,934,993,803,1182,1036,184,66,205,0,5502,0,0,79,32,1268
2021-06,41750,Elliston (DC),0,5,119,0,21,5,10,8,37,70,51,80,55,7,6,8,0,207,0,0,0,0,33
2021-06,41830,Flinders Ranges (DC),0,0,303,0,47,5,21,36,66,101,86,122,88,10,5,29,0,468,0,0,8,0,71
2021-06,41960,Franklin Harbour (DC),0,5,234,0,37,.,18,23,31,71,50,82,56,5,0,15,0,327,0,0,0,0,65
2021-06,42030,Gawler (T),12,9,3771,55,866,23,367,249,1113,1789,1499,1762,1222,144,73,365,0,6475,0,0,163,218,2247
2021-06,42110,Goyder (DC),0,0,701,0,149,0,89,77,271,263,188,346,232,32,19,27,0,1246,0,0,14,11,232
2021-06,42250,Grant (DC),5,5,755,0,164,5,67,179,174,387,267,350,226,46,23,48,0,1195,0,0,21,21,222
2021-06,42600,Holdfast Bay (C),8,0,4881,97,558,8,170,1435,995,1063,862,1749,1050,181,40,151,0,6919,5,0,76,353,2352
2021-06,42750,Kangaroo Island (DC),0,0,706,5,92,5,36,135,151,281,197,285,222,21,14,34,0,1059,0,0,11,10,222
2021-06,43080,Karoonda East Murray (DC),0,0,170,0,33,.,24,19,51,72,54,91,60,7,5,5,0,285,0,0,5,0,47
2021-06,43220,Kimba (DC),0,0,127,5,13,0,5,23,12,49,31,91,15,5,5,0,0,157,0,0,0,5,25
2021-06,43360,Kingston (DC) (SA),0,0,403,0,42,.,19,88,71,120,81,99,95,12,5,17,0,576,0,0,0,0,145
2021-06,43650,Light (RegC),0,0,1362,17,423,13,158,223,376,918,668,884,438,87,32,135,0,2363,0,0,50,144,563
2021-06,43710,Lower Eyre Peninsula (DC),0,0,562,0,106,5,42,145,115,274,190,222,140,30,15,31,0,849,0,0,6,9,176
2021-06,43790,Loxton Waikerie (DC),0,0,2030,7,353,5,150,277,496,757,568,669,526,59,38,126,0,3146,0,0,49,24,787
2021-06,44000,Maralinga Tjarutja (AC),0,0,5,0,5,.,0,0,7,11,10,31,26,0,0,5,0,18,0,0,0,0,0
2021-06,44060,Marion (C),43,36,11743,256,2258,52,922,1476,3493,4802,3826,6350,3939,602,233,657,0,19323,29,0,412,1315,5997
2021-06,44210,Mid Murray (DC),0,5,1772,5,333,0,188,177,539,514,396,728,699,73,25,88,0,3055,0,0,55,28,555
2021-06,44340,Mitcham (C),23,5,7090,195,1085,20,292,1997,1097,2044,1557,3253,1493,278,70,208,0,9728,8,0,115,914,2603
2021-06,44550,Mount Barker (DC),6,5,4104,90,855,15,309,611,934,2258,1708,2180,1252,203,96,285,0,6493,5,0,145,282,1775
2021-06,44620,Mount Gambier (C),20,16,3828,37,779,23,385,423,1313,2111,1719,2069,1463,264,142,432,0,6940,5,0,188,132,1938
2021-06,44830,Mount Remarkable (DC),0,0,471,0,80,0,53,70,116,128,98,207,138,15,9,14,0,744,0,0,13,0,117
2021-06,45040,Murray Bridge (RC),16,40,3381,22,879,12,511,356,1272,1834,1478,1869,1519,153,132,378,0,6567,0,0,184,98,2126
2021-06,45090,Naracoorte and Lucindale (DC),0,0,935,6,123,5,48,207,178,540,389,416,272,36,40,64,0,1402,10,0,23,16,398
2021-06,45120,Northern Areas (DC),5,5,708,0,141,5,76,99,210,227,160,240,209,27,14,43,0,1174,0,0,13,5,210
2021-06,45290,Norwood Payneham St Peters (C),6,5,4226,127,615,6,176,855,902,1159,921,1838,1077,137,53,116,0,6072,11,0,63,462,2152
2021-06,45340,Onkaparinga (C),67,83,23804,363,5703,131,2637,2041,6856,12528,9896,13326,9138,1154,611,2114,0,41137,33,0,1125,1544,11213
2021-06,45400,Orroroo/Carrieton (DC),0,0,139,0,20,.,10,26,29,45,28,76,21,0,0,5,0,195,5,0,5,5,23
2021-06,45540,Peterborough (DC),0,9,343,0,81,5,56,24,219,115,100,181,203,9,8,29,0,774,0,0,19,5,146
2021-06,45680,Playford (C),76,88,9178,211,4810,122,2681,271,6007,10631,8990,11075,8085,700,945,2509,0,25730,46,0,992,1216,10516
2021-06,45890,Port Adelaide Enfield (C),92,98,14260,321,3978,44,2011,1045,6108,8290,6573,10144,7015,678,577,1198,0,28007,131,0,631,1733,9619
2021-06,46090,Port Augusta (C),21,54,1691,9,465,8,263,109,715,1052,914,1476,1205,92,75,302,0,3571,0,0,184,28,929
2021-06,46300,Port Lincoln (C),13,24,2023,7,434,8,187,248,640,1053,858,1106,879,78,51,267,0,3658,0,0,108,59,1053
2021-06,46450,Port Pirie City and Dists (M),6,44,2972,10,782,9,408,196,1284,1302,1091,1531,1277,194,88,276,0,5759,5,0,204,72,1372
2021-06,46510,Prospect (C),5,5,1626,59,384,0,133,327,490,739,581,1097,616,95,29,80,0,2708,9,0,42,257,1081
2021-06,46670,Renmark Paringa (DC),0,6,1470,7,320,0,169,166,442,658,490,676,542,52,48,115,0,2544,5,0,64,33,687
2021-06,46860,Robe (DC),0,0,211,0,17,.,8,45,28,81,49,64,45,12,5,11,0,287,0,0,5,6,60
2021-06,46970,Roxby Downs (M),0,5,18,0,23,0,6,0,12,126,108,94,54,5,6,35,0,92,0,0,10,0,78
2021-06,47140,Salisbury (C),62,90,16548,348,5692,123,3133,802,6440,12684,10174,14031,9188,887,1123,2035,0,33830,91,0,1018,2161,10029
2021-06,47290,Southern Mallee (DC),5,0,259,0,36,5,20,49,73,102,66,96,62,8,0,15,0,404,0,0,8,5,71
2021-06,47490,Streaky Bay (DC),0,0,294,5,40,5,20,43,50,121,84,142,113,18,9,15,0,447,0,0,6,7,77
2021-06,47630,Tatiara (DC),0,0,693,0,88,0,44,145,137,420,283,273,164,18,17,39,0,1022,0,0,9,16,223
2021-06,47700,Tea Tree Gully (C),23,24,13817,162,2688,55,981,1591,2557,5574,4270,5580,3265,495,230,654,0,20297,17,0,332,832,3867
2021-06,47800,The Coorong (DC),6,5,834,5,188,5,102,128,270,394,304,379,332,22,19,69,0,1500,0,0,26,15,325
2021-06,47910,Tumby Bay (DC),0,0,516,0,94,0,44,90,106,144,110,121,86,18,5,19,0,746,0,0,5,0,184
2021-06,47980,Unley (C),8,0,3583,116,512,6,142,1107,732,993,778,1646,860,131,37,111,0,5116,5,0,52,436,1654
2021-06,48050,Victor Harbor (C),5,5,4618,19,591,5,261,666,782,896,684,919,725,128,61,135,0,6345,0,0,71,67,1721
2021-06,48130,Wakefield (DC),5,0,914,0,293,6,151,116,376,517,403,523,386,49,38,92,0,1807,0,0,37,22,454
2021-06,48260,Walkerville (M),0,0,701,19,95,0,27,272,159,174,140,337,197,29,7,19,0,1021,0,0,15,81,327
2021-06,48340,Wattle Range (DC),5,0,1710,9,368,0,216,254,572,696,535,709,576,96,35,119,0,3013,0,0,49,45,758
2021-06,48410,West Torrens (C),31,18,7088,200,1381,17,530,1007,1844,2453,1867,3762,2259,272,123,298,0,11177,20,0,188,879,3523
2021-06,48540,Whyalla (C),22,48,2933,14,901,14,491,208,1243,1568,1383,2052,1839,190,77,467,0,6235,5,0,237,105,1292
2021-06,48640,Wudinna (DC),0,0,135,0,12,5,7,15,35,71,50,44,34,5,0,8,0,203,0,0,0,0,40
2021-06,48750,Yankalilla (DC),0,0,1196,7,191,5,82,136,285,327,247,348,315,51,14,49,0,1816,0,0,15,19,405
2021-06,48830,Yorke Peninsula (DC),6,21,2604,5,482,0,263,312,569,548,397,682,628,126,38,83,0,3921,0,0,43,28,688
2021-06,49399,Unincorporated SA,6,8,237,0,52,.,37,8,120,154,119,339,326,0,19,33,0,531,0,0,39,5,61
2021-06,50080,Albany (C),27,51,5131,47,952,11,443,1205,1410,2346,1899,2320,1599,228,128,420,0,8398,5,0,175,136,2498
2021-06,50210,Armadale (C),50,123,7330,144,1870,45,881,739,2208,7088,5969,6988,4624,474,415,1418,0,14331,26,0,646,593,5851
2021-06,50250,Ashburton (S),0,12,56,0,29,.,9,0,34,158,124,207,145,0,5,43,0,181,0,0,15,0,27
2021-06,50280,Augusta-Margaret River (S),5,7,1474,29,196,5,81,437,299,1134,853,891,600,112,51,121,0,2354,0,0,34,31,800
2021-06,50350,Bassendean (T),9,24,1766,34,264,0,118,222,533,822,694,982,678,63,49,159,0,2927,0,0,65,103,949
2021-06,50420,Bayswater (C),19,48,7541,201,1092,18,465,1151,1470,3083,2538,4594,2947,386,191,474,0,11344,29,0,240,660,3856
2021-06,50490,Belmont (C),17,42,3820,107,662,15,322,408,1043,2232,1890,3223,2116,219,187,410,0,6496,21,0,231,388,2621
2021-06,50560,Beverley (S),0,0,333,0,70,.,38,53,98,68,57,113,95,14,5,13,0,527,0,0,9,5,85
2021-06,50630,Boddington (S),0,0,156,0,31,.,16,38,40,89,75,100,81,8,0,30,0,278,0,0,0,0,89
2021-06,50770,Boyup Brook (S),0,0,203,0,41,.,23,61,47,85,70,77,61,5,5,17,0,325,0,0,0,0,70
2021-06,50840,Bridgetown-Greenbushes (S),0,0,834,0,110,.,48,131,161,270,214,279,195,53,12,32,0,1223,0,0,21,5,209
2021-06,50910,Brookton (S),0,9,130,0,28,0,20,30,33,69,59,77,51,0,0,23,0,229,0,0,7,0,49
2021-06,50980,Broome (S),45,216,622,9,217,0,140,56,748,1271,1141,1826,1241,39,105,398,0,2338,0,0,210,24,585
2021-06,51080,Broomehill-Tambellup (S),0,13,95,0,31,5,29,7,44,62,49,74,51,5,5,12,0,205,0,0,9,0,30
2021-06,51120,Bruce Rock (S),0,5,123,0,16,.,11,17,38,58,40,49,37,0,0,12,0,200,0,0,5,0,50
2021-06,51190,Bunbury (C),11,81,4496,53,801,17,417,666,1250,2208,1929,2504,1966,262,131,592,0,7989,0,0,244,131,2912
2021-06,51260,Busselton (C),5,33,5424,54,724,14,289,1223,883,2274,1790,2098,1429,240,112,348,0,7853,9,0,137,110,2221
2021-06,51310,Cambridge (T),0,5,1555,41,220,5,40,1008,202,405,319,763,337,49,15,37,0,2054,0,0,22,220,556
2021-06,51330,Canning (C),43,53,8023,197,1294,25,527,1757,1580,4711,3682,6367,3122,546,323,534,0,12125,31,0,344,1276,4297
2021-06,51400,Capel (S),0,15,1506,13,371,5,150,293,332,1131,933,889,538,116,42,208,0,2556,5,0,66,66,779
2021-06,51470,Carnamah (S),0,0,68,0,7,.,0,0,11,39,33,43,41,5,0,8,0,109,0,0,0,0,24
2021-06,51540,Carnarvon (S),13,58,518,0,108,0,72,71,183,434,381,635,523,16,39,134,0,1080,0,0,77,6,329
2021-06,51610,Chapman Valley (S),0,0,126,0,27,.,11,14,17,51,32,70,50,5,0,0,0,180,0,0,6,0,40
2021-06,51680,Chittering (S),0,18,596,6,119,0,47,106,101,243,177,246,132,28,5,38,0,854,0,0,6,18,154
2021-06,51750,Claremont (T),7,8,685,26,68,0,14,462,180,168,133,357,148,24,5,14,0,977,0,0,10,114,373
2021-06,51820,Cockburn (C),43,106,9730,233,2037,65,792,1296,2258,5886,4849,6576,4111,529,242,1092,0,16132,13,0,463,907,5040
2021-06,51890,Collie (S),5,8,1303,7,271,0,150,146,392,551,485,732,637,71,32,138,0,2327,0,0,58,16,508
2021-06,51960,Coolgardie (S),0,8,239,5,56,0,35,10,86,203,190,228,204,13,14,60,0,530,0,0,17,5,238
2021-06,52030,Coorow (S),0,0,157,0,22,.,14,36,25,39,32,71,60,7,5,5,0,228,0,0,5,0,61
2021-06,52100,Corrigin (S),0,0,138,0,20,5,7,32,26,47,33,51,44,6,0,5,0,212,0,0,5,0,45
2021-06,52170,Cottesloe (T),0,0,332,29,27,0,5,319,53,80,66,215,82,10,5,7,0,444,0,0,7,72,144
2021-06,52240,Cranbrook (S),0,0,119,0,36,.,19,20,42,70,43,66,43,5,0,5,0,204,0,0,5,5,33
2021-06,52310,Cuballing (S),0,0,121,0,29,.,17,20,37,38,30,55,35,15,5,5,0,196,0,0,0,5,23
2021-06,52380,Cue (S),0,0,39,0,0,.,0,0,9,12,10,28,31,0,5,5,0,65,0,0,5,0,14
2021-06,52450,Cunderdin (S),5,5,134,0,21,.,8,16,35,66,49,66,47,5,5,11,0,208,0,0,5,0,52
2021-06,52520,Dalwallinu (S),0,0,76,0,18,.,9,19,21,80,70,63,32,0,5,20,0,141,0,0,0,0,38
2021-06,52590,Dandaragan (S),0,0,495,0,54,.,32,99,64,161,135,206,166,23,9,31,0,700,0,0,8,0,148
2021-06,52660,Dardanup (S),6,12,1750,10,311,5,130,215,276,864,707,738,477,93,32,148,0,2607,5,0,50,37,694
2021-06,52730,Denmark (S),0,5,964,14,127,5,61,227,207,409,304,374,297,54,22,55,0,1474,0,0,8,12,357
2021-06,52800,Derby-West Kimberley (S),25,180,322,0,128,5,91,16,568,953,840,1828,1313,16,150,337,0,1605,0,0,206,5,132
2021-06,52870,Donnybrook-Balingup (S),0,5,927,5,130,5,57,201,157,332,265,334,272,41,17,59,0,1376,5,0,18,13,279
2021-06,52940,Dowerin (S),0,5,99,0,13,5,9,18,12,43,33,44,26,0,0,8,0,134,0,0,5,0,21
2021-06,53010,Dumbleyung (S),0,5,63,0,9,.,5,0,13,40,29,48,35,5,5,5,0,102,0,0,5,0,24
2021-06,53080,Dundas (S),0,5,106,0,22,.,15,0,58,52,47,89,72,0,6,14,0,215,0,0,0,0,38
2021-06,53150,East Fremantle (T),5,0,575,24,65,5,19,277,82,166,137,293,167,27,5,23,0,803,0,0,10,59,208
2021-06,53220,East Pilbara (S),9,31,110,5,41,0,26,5,117,328,284,613,439,8,40,102,0,452,0,0,67,0,75
2021-06,53290,Esperance (S),10,32,1475,8,223,5,96,277,363,787,656,774,517,48,36,178,0,2416,5,0,68,39,713
2021-06,53360,Exmouth (S),0,0,149,5,33,5,13,32,47,108,86,159,127,9,7,11,0,270,0,0,6,5,95
2021-06,53430,Fremantle (C),13,23,3176,159,417,8,151,763,956,1006,865,2142,1634,160,37,196,0,5299,7,0,138,342,1792
2021-06,53570,Gingin (S),5,0,804,0,123,0,67,164,161,260,203,247,209,23,13,56,0,1219,0,0,12,8,228
2021-06,53640,Gnowangerup (S),5,5,82,0,26,.,24,13,42,83,61,81,56,5,0,13,0,186,0,0,10,5,36
2021-06,53710,Goomalling (S),0,5,131,0,19,5,10,24,30,60,46,53,39,0,0,13,0,202,0,0,0,5,54
2021-06,53780,Gosnells (C),59,137,11497,210,2519,55,1222,1080,2644,9260,7587,10477,6108,734,723,1506,0,19749,38,0,727,1273,7193
2021-06,53800,Greater Geraldton (C),49,218,4202,37,968,12,492,579,1150,2837,2493,3439,2482,169,178,780,0,7788,6,0,341,127,2688
2021-06,53920,Halls Creek (S),0,112,129,0,60,5,50,0,275,557,502,982,650,5,90,214,0,812,0,0,135,5,18
2021-06,53990,Harvey (S),0,22,3043,21,582,10,240,542,635,1606,1323,1410,1015,183,67,353,0,4914,0,0,86,73,1408
2021-06,54060,Irwin (S),0,5,642,5,82,0,34,90,89,188,159,181,189,20,7,43,0,928,0,0,10,10,286
2021-06,54130,Jerramungup (S),0,0,92,0,15,.,6,12,19,68,50,48,34,7,0,10,0,152,0,0,0,0,38
2021-06,54170,Joondalup (C),17,42,15264,288,2318,47,668,3971,2056,5577,4475,7229,3908,761,170,831,0,21136,6,0,378,1154,4776
2021-06,54200,Kalamunda (C),18,36,6471,81,954,14,327,1244,893,2866,2332,3031,1735,294,109,483,0,9146,5,0,198,312,2392
2021-06,54280,Kalgoorlie/Boulder (C),12,91,1467,12,363,12,151,144,564,1518,1346,1543,1114,59,64,449,0,3140,0,0,134,38,1107
2021-06,54310,Karratha (C),17,76,279,5,162,7,74,12,212,848,767,1050,737,22,72,279,0,1097,0,0,86,11,285
2021-06,54340,Katanning (S),5,17,443,5,80,5,49,62,136,318,258,394,277,22,35,75,0,791,0,0,38,6,183
2021-06,54410,Kellerberrin (S),0,5,201,0,34,5,28,23,67,67,53,74,76,5,0,9,0,341,0,0,12,5,61
2021-06,54480,Kent (S),0,0,23,0,6,.,5,6,10,13,10,7,5,0,0,0,0,44,0,0,0,0,7
2021-06,54550,Kojonup (S),5,5,201,0,21,.,8,67,34,123,93,115,89,5,5,16,0,305,5,0,6,0,87
2021-06,54620,Kondinin (S),5,5,56,0,9,.,0,21,24,43,30,35,28,0,5,9,0,107,0,0,0,0,31
2021-06,54690,Koorda (S),0,5,50,0,11,.,8,7,19,19,12,22,17,0,5,0,0,87,0,0,0,0,8
2021-06,54760,Kulin (S),0,0,59,0,8,5,5,16,13,43,30,29,14,5,0,6,0,91,0,0,5,5,25
2021-06,54830,Kwinana (C),17,51,3019,66,965,29,482,162,1173,3728,3195,3588,2470,247,217,847,0,6788,0,0,314,271,3010
2021-06,54900,Lake Grace (S),0,5,79,0,12,.,5,15,15,63,49,48,16,0,5,6,0,116,0,0,0,5,24
2021-06,54970,Laverton (S),0,8,40,0,8,.,5,5,33,57,49,128,118,0,9,21,0,132,0,0,13,0,14
2021-06,55040,Leonora (S),0,9,56,0,15,.,12,0,30,80,72,127,101,5,9,25,0,155,0,0,10,0,29
2021-06,55110,Mandurah (C),26,80,15090,122,2503,40,1153,2000,2886,5463,4739,6329,4706,646,292,1404,0,23302,16,0,578,428,7797
2021-06,55180,Manjimup (S),0,0,1171,5,201,5,105,272,360,563,443,557,406,63,40,78,0,1966,0,0,36,27,496
2021-06,55250,Meekatharra (S),0,28,63,0,21,.,15,0,36,122,115,211,158,0,17,51,0,208,0,0,37,0,41
2021-06,55320,Melville (C),20,36,9547,219,1258,23,380,3856,1364,2867,2332,4478,2165,421,109,382,0,13051,10,0,201,1074,3056
2021-06,55390,Menzies (S),0,5,17,0,0,.,.,0,8,9,8,32,24,0,5,0,0,31,0,0,0,0,10
2021-06,55460,Merredin (S),5,21,330,0,59,5,39,50,114,197,173,220,178,13,16,44,0,611,0,0,18,9,152
2021-06,55530,Mingenew (S),0,5,65,0,7,.,6,0,13,31,24,17,17,0,0,5,0,94,0,0,0,5,11
2021-06,55600,Moora (S),5,9,240,0,40,.,24,30,59,156,137,195,137,9,5,52,0,419,0,0,26,0,111
2021-06,55670,Morawa (S),0,11,83,0,19,.,13,5,22,59,52,62,42,5,6,19,0,155,0,0,10,5,46
2021-06,55740,Mosman Park (T),8,9,570,32,72,5,26,253,229,156,137,380,246,19,10,29,0,980,0,0,10,92,390
2021-06,55810,Mount Magnet (S),5,6,58,0,12,.,8,5,29,57,53,101,88,5,7,22,0,148,0,0,13,0,42
2021-06,55880,Mount Marshall (S),0,0,25,0,9,.,5,5,14,27,18,20,11,5,0,7,0,56,0,0,0,5,18
2021-06,55950,Mukinbudin (S),0,5,52,0,12,.,7,0,18,29,20,24,12,0,5,0,0,86,0,0,0,0,17
2021-06,56090,Mundaring (S),14,27,4370,54,625,10,239,788,657,1488,1199,1751,1130,173,51,252,0,6170,0,0,117,181,1322
2021-06,56160,Murchison (S),0,0,0,0,.,.,.,0,.,7,6,0,0,0,0,0,0,5,0,0,0,0,0
2021-06,56230,Murray (S),5,14,2847,15,499,7,219,391,539,997,850,1189,903,137,46,240,0,4375,0,0,111,60,1219
2021-06,56300,Nannup (S),0,0,265,5,28,.,14,61,40,74,57,93,93,12,7,8,0,386,0,0,5,0,90
2021-06,56370,Narembeen (S),0,0,72,0,5,.,.,22,5,36,26,30,19,5,5,5,0,92,0,0,0,0,27
2021-06,56460,Narrogin (S),0,36,574,0,92,5,57,98,188,306,264,362,263,25,20,90,0,1021,5,0,42,9,269
2021-06,56580,Nedlands (C),6,0,1147,41,150,5,26,851,291,269,214,661,261,41,0,28,0,1619,0,0,10,249,501
2021-06,56620,Ngaanyatjarraku (S),5,14,45,0,12,5,12,0,112,203,169,426,355,0,40,57,0,307,0,0,36,0,5
2021-06,56730,Northam (S),6,54,1530,8,332,0,173,152,459,777,657,979,728,42,47,202,0,2705,5,0,117,23,689
2021-06,56790,Northampton (S),0,8,558,0,82,.,38,58,102,175,144,252,230,22,15,39,0,848,0,0,11,0,241
2021-06,56860,Nungarin (S),5,0,26,0,0,.,0,0,10,13,10,18,12,0,0,0,0,48,0,0,0,0,6
2021-06,56930,Peppermint Grove (S),0,5,33,5,5,.,.,40,11,15,15,30,14,0,0,5,0,53,0,0,5,0,23
2021-06,57000,Perenjori (S),0,5,30,0,5,.,.,5,10,19,11,15,10,5,5,5,0,46,0,0,5,0,8
2021-06,57080,Perth (C),122,6,1088,127,131,0,58,364,581,521,448,2354,1395,130,38,78,0,2276,11,0,96,618,2069
2021-06,57140,Pingelly (S),5,10,187,0,27,.,23,26,56,63,54,102,89,8,6,22,0,319,0,0,9,0,78
2021-06,57210,Plantagenet (S),0,8,749,5,159,0,91,117,221,371,293,388,275,44,29,53,0,1286,0,0,28,12,320
2021-06,57280,Port Hedland (T),20,46,289,5,126,5,68,11,274,776,695,1065,803,16,48,279,0,1160,5,0,88,12,319
2021-06,57350,Quairading (S),0,8,169,0,22,.,15,22,42,59,50,73,74,5,5,18,0,283,0,0,10,0,34
2021-06,57420,Ravensthorpe (S),0,5,228,5,26,.,17,44,47,86,68,74,67,5,5,18,0,348,0,0,6,0,89
2021-06,57490,Rockingham (C),32,76,12784,208,3077,68,1286,1199,3044,9232,7870,8910,5945,671,410,2074,0,22416,16,0,751,672,8742
2021-06,57630,Sandstone (S),0,0,20,0,.,.,.,0,5,0,0,0,6,0,0,0,0,26,0,0,0,0,5
2021-06,57700,Serpentine-Jarrahdale (S),0,5,1911,25,520,21,204,250,359,2113,1680,1635,912,139,94,413,0,3387,5,0,126,128,1178
2021-06,57770,Shark Bay (S),0,5,88,0,12,.,5,12,24,36,28,49,42,5,0,7,0,139,0,0,5,0,48
2021-06,57840,South Perth (C),18,39,3361,112,393,15,158,1363,590,1028,863,2341,1141,165,50,181,0,4846,12,0,99,733,1851
2021-06,57910,Stirling (C),62,93,21115,530,3334,45,1413,5053,4786,9717,8075,13457,8374,1070,684,1623,0,33163,71,0,676,2083,10973
2021-06,57980,Subiaco (C),5,0,1167,49,120,5,31,625,260,315,264,713,392,56,11,41,0,1713,5,0,20,198,678
2021-06,58050,Swan (C),69,202,11029,217,2889,81,1290,1186,3295,10995,9063,11225,6620,791,614,2022,0,20741,35,0,891,1098,7793
2021-06,58190,Tammin (S),0,0,46,0,10,.,9,5,15,31,24,47,32,5,5,6,0,85,0,0,0,5,18
2021-06,58260,Three Springs (S),0,0,82,0,12,.,6,5,14,38,31,43,37,0,5,10,0,134,0,0,5,5,30
2021-06,58330,Toodyay (S),0,8,784,6,107,0,42,85,145,224,180,298,224,36,15,48,0,1132,0,0,12,13,233
2021-06,58400,Trayning (S),0,0,53,0,11,.,9,0,23,21,18,13,14,0,0,5,0,101,0,0,0,0,17
2021-06,58470,Upper Gascoyne (S),0,5,0,0,.,.,.,0,0,0,5,7,5,0,0,0,0,10,0,0,0,5,0
2021-06,58510,Victoria Park (T),26,28,3059,119,351,6,156,516,872,1151,992,2503,1466,174,81,195,0,4918,11,0,151,545,2492
2021-06,58540,Victoria Plains (S),0,5,75,0,14,.,7,8,16,34,25,32,19,7,5,5,0,109,0,0,5,5,25
2021-06,58570,Vincent (C),12,10,2193,166,289,7,104,539,681,781,633,1990,1149,158,32,117,0,3577,10,0,81,462,1796
