Date,LGA,LGA name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,JobSeeker Payment,Low Income Card,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pension Concession Card,Special Benefit,Widow Allowance,Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance
2021-06,15270,Mid-Western Regional (A),8,24,3258,16,713,15,379,454,1002,1474,1162,1347,990,92,64,338,0,5682,0,0,123,41,1682
2021-06,15300,Moree Plains (A),37,155,1115,0,376,7,250,126,611,1032,897,1158,811,32,35,361,0,2658,0,0,171,16,1216
2021-06,15350,Mosman (A),5,0,1200,21,107,0,26,1003,189,364,289,527,310,20,8,35,0,1644,5,0,15,114,615
2021-06,15520,Murray River (A),0,10,2368,0,394,0,150,319,343,658,482,692,391,118,27,110,0,3259,0,0,31,34,796
2021-06,15560,Murrumbidgee (A),0,6,391,0,94,5,49,69,148,240,182,199,137,14,9,43,0,721,0,0,10,8,182
2021-06,15650,Muswellbrook (A),7,46,1526,13,413,11,225,214,696,1065,923,1022,759,49,45,320,0,3232,0,0,139,34,1396
2021-06,15700,Nambucca (A),27,77,4216,21,998,16,601,442,1308,1540,1246,1610,1477,116,94,349,0,7518,5,0,181,60,2721
2021-06,15750,Narrabri (A),8,78,1508,7,334,8,172,188,489,840,702,902,636,46,31,265,0,2768,0,0,102,32,1049
2021-06,15800,Narrandera (A),7,23,867,7,216,6,125,109,299,453,369,401,288,20,20,136,0,1612,0,0,38,15,459
2021-06,15850,Narromine (A),15,72,820,0,166,0,92,152,237,462,397,482,309,19,15,124,0,1440,0,0,60,19,468
2021-06,15900,Newcastle (C),205,147,16973,503,3808,57,1683,2709,7413,7291,6081,11875,6681,657,346,1372,0,31536,14,0,883,3218,12602
2021-06,15950,North Sydney (A),6,6,3008,100,273,5,86,1777,605,949,773,1624,1048,76,23,96,0,4324,6,0,26,341,2335
2021-06,15990,Northern Beaches (A),21,28,18735,242,2408,50,677,8475,2935,6040,4694,6822,3966,333,179,616,0,25683,18,0,189,1204,7172
2021-06,16100,Oberon (A),0,5,717,5,131,5,64,123,186,279,235,275,196,15,13,59,0,1142,0,0,12,10,276
2021-06,16150,Orange (C),23,152,4825,36,1020,37,468,740,1935,2710,2229,2334,1460,140,98,698,0,8930,5,0,279,234,3012
2021-06,16200,Parkes (A),9,53,1936,8,500,9,238,313,672,1060,842,1074,692,64,52,250,0,3478,5,0,124,31,978
2021-06,16260,Parramatta (C),38,40,16275,358,3723,57,1900,4456,4401,11853,9094,13318,7243,855,688,995,0,27624,319,0,392,2648,10949
2021-06,16350,Penrith (C),93,217,17666,287,5929,190,2823,1846,6224,14448,11975,13269,8082,664,689,3154,0,34551,50,0,1055,1347,13896
2021-06,16380,Port Macquarie-Hastings (A),68,146,16673,158,3368,24,1498,2482,3714,5286,4108,5617,3690,383,241,951,0,25467,6,0,459,599,9127
2021-06,16400,Port Stephens (A),43,89,12209,73,2775,41,1306,1912,2971,4545,3712,4591,3279,353,229,928,0,19739,5,0,458,268,7591
2021-06,16490,Queanbeyan-Palerang Regional (A),18,40,4073,47,943,19,311,820,1297,2333,1941,2117,1328,122,79,475,0,6944,5,0,143,130,2179
2021-06,16550,Randwick (C),101,62,9667,238,1849,27,741,2916,2711,3039,2431,5267,3082,297,81,450,0,15177,28,0,209,1466,4857
2021-06,16610,Richmond Valley (A),32,86,4077,17,1065,23,587,431,1499,1905,1498,1774,1247,137,118,411,0,7460,0,0,228,78,2415
2021-06,16700,Ryde (C),56,9,9165,194,1688,28,652,2861,2069,4164,3207,5553,2881,409,198,311,0,13888,95,0,128,1332,6258
2021-06,16900,Shellharbour (C),24,93,9604,72,2876,42,1381,1047,3072,4652,3817,4257,3002,342,174,955,0,17159,5,0,436,378,4434
2021-06,16950,Shoalhaven (C),59,221,19054,128,4127,48,2170,2861,5083,6782,5359,6039,4575,476,338,1409,0,31062,5,0,518,338,9690
2021-06,17000,Singleton (A),11,36,1926,14,587,15,282,384,762,1159,953,1117,746,80,39,286,0,3758,0,0,95,65,1337
2021-06,17040,Snowy Monaro Regional (A),0,5,2382,22,364,6,164,467,652,975,746,1000,723,84,56,141,0,3759,0,0,69,43,1108
2021-06,17080,Snowy Valleys (A),9,25,2169,9,377,6,193,311,572,902,712,779,582,63,45,181,0,3484,0,0,49,35,781
2021-06,17100,Strathfield (A),0,0,2566,60,612,20,284,591,585,1713,1275,2122,1198,94,111,137,0,4212,37,0,51,497,1770
2021-06,17150,Sutherland Shire (A),29,52,20773,237,3580,119,1018,7102,3354,6597,5200,7118,3897,449,176,850,0,29117,27,0,312,1052,5931
2021-06,17200,Sydney (C),143,105,8934,635,1549,15,884,1803,5182,3198,2677,9662,7211,468,138,530,0,18742,98,0,355,2437,9409
2021-06,17310,Tamworth Regional (A),57,259,8042,27,1856,32,971,1066,2523,4515,3718,4192,2782,213,174,1168,0,14375,0,0,497,174,5794
2021-06,17350,Temora (A),0,12,978,5,183,5,103,191,228,363,282,325,179,33,20,66,0,1527,0,0,29,13,317
2021-06,17400,Tenterfield (A),5,25,1407,6,240,5,150,138,466,453,351,589,527,51,18,94,0,2447,0,0,59,12,493
2021-06,17420,The Hills Shire (A),13,12,11291,177,2373,40,758,4862,1794,6009,4389,6462,2757,528,210,493,0,16140,88,0,172,1319,4201
2021-06,17550,Tweed (A),71,111,16778,231,3318,26,1528,2218,4415,6325,4952,6320,4712,492,301,1039,0,26980,13,0,488,506,9731
2021-06,17620,Upper Hunter Shire (A),5,9,1784,7,279,9,147,255,424,702,562,664,481,45,33,144,0,2816,0,0,36,32,783
2021-06,17640,Upper Lachlan Shire (A),0,5,1018,5,179,0,87,262,245,391,277,346,224,34,30,60,0,1559,0,0,17,23,294
2021-06,17650,Uralla (A),5,16,855,8,191,5,103,124,212,379,270,388,230,33,22,55,0,1372,0,0,36,23,317
2021-06,17750,Wagga Wagga (C),60,122,6373,103,1636,50,749,1207,2260,4144,3392,4472,2380,259,225,940,0,11808,6,0,391,895,4664
2021-06,17850,Walcha (A),0,5,434,0,55,0,32,107,106,189,133,205,129,15,6,31,0,681,0,0,16,7,177
2021-06,17900,Walgett (A),22,117,874,0,302,6,230,39,514,564,494,787,652,22,20,186,0,2087,0,0,110,7,595
2021-06,17950,Warren (A),0,16,331,0,64,.,28,61,90,191,147,236,177,5,13,58,0,575,0,0,18,6,172
2021-06,18020,Warrumbungle Shire (A),8,43,1576,5,324,5,205,180,526,679,541,754,558,27,52,148,0,2750,0,0,74,26,627
2021-06,18050,Waverley (A),9,9,3239,90,477,5,173,1191,775,1131,916,1967,1324,77,45,108,0,4855,5,0,43,369,1965
2021-06,18100,Weddin (A),0,5,649,5,147,5,77,118,191,206,147,187,146,19,10,32,0,1060,0,0,11,12,172
2021-06,18200,Wentworth (A),5,39,915,5,249,0,132,112,286,476,379,509,404,45,23,117,0,1653,0,0,41,20,497
2021-06,18250,Willoughby (C),5,5,3819,67,558,0,191,2128,659,1687,1253,2197,1084,155,55,114,0,5405,21,0,41,522,2119
2021-06,18350,Wingecarribee (A),6,19,7084,31,1080,16,393,2062,1424,2097,1582,1797,1017,148,75,271,0,10033,5,0,92,167,2418
2021-06,18400,Wollondilly (A),12,30,4612,42,1419,35,527,786,1010,2574,1999,2204,1207,134,87,480,0,7446,5,0,123,181,1999
2021-06,18450,Wollongong (C),151,164,25499,464,6560,97,2988,4105,8480,10211,8404,13347,8188,873,553,1998,0,44468,21,0,935,3130,13636
2021-06,18500,Woollahra (A),7,19,2039,84,279,5,68,1249,333,626,513,1344,798,43,20,67,0,2816,5,0,15,320,1222
2021-06,18710,Yass Valley (A),5,5,1412,11,305,5,95,359,311,639,492,544,317,35,20,102,0,2157,5,0,39,45,561
2021-06,19399,Unincorporated NSW,0,0,66,5,13,.,5,20,23,52,42,53,30,0,0,7,0,115,0,0,5,0,26
2021-06,20110,Alpine (S),0,0,2005,27,289,0,125,403,367,666,452,684,424,130,23,60,0,2867,0,0,20,40,606
2021-06,20260,Ararat (RC),0,5,1753,6,330,5,165,254,640,680,550,768,569,163,45,127,0,3095,0,0,70,41,736
2021-06,20570,Ballarat (C),24,33,13344,244,3368,67,1695,1821,5409,7475,6072,8616,4943,1427,330,1559,0,25141,0,0,634,1233,9256
2021-06,20660,Banyule (C),14,9,11812,250,2784,37,900,3456,3174,4491,3576,6905,3538,1222,189,537,0,18677,29,0,242,1299,4860
2021-06,20740,Bass Coast (S),6,5,7172,60,1219,12,577,1192,1640,2432,1866,2672,1955,665,133,392,0,11203,5,0,143,115,2967
2021-06,20830,Baw Baw (S),5,7,7161,75,1562,31,656,1273,1795,3569,2826,3500,2063,736,143,628,0,11763,5,0,189,302,3145
2021-06,20910,Bayside (C),5,0,6903,120,1091,11,307,3559,1488,1848,1443,3213,1682,552,49,204,0,10030,8,0,85,651,2137
2021-06,21010,Benalla (RC),6,6,2609,20,475,9,237,397,730,851,674,879,618,152,36,169,0,4187,5,0,51,52,959
2021-06,21110,Boroondara (C),21,5,8574,349,1656,19,394,5427,1973,3011,2226,7002,2623,1048,89,220,0,12626,21,0,129,2223,4655
2021-06,21180,Brimbank (C),12,14,21373,419,8220,109,4100,1775,6122,14124,11497,19641,12479,2350,1138,1906,0,39845,227,0,762,3152,12246
2021-06,21270,Buloke (S),0,5,1046,7,214,5,117,157,339,327,240,359,265,41,18,55,0,1706,5,0,23,15,237
2021-06,21370,Campaspe (S),12,31,6005,34,1293,20,586,893,1694,2506,1971,2524,1697,449,99,506,0,9985,0,0,168,130,2482
2021-06,21450,Cardinia (S),9,17,9047,140,2758,69,1054,1154,2500,8654,6884,7546,3803,1023,462,1417,0,16420,66,0,450,857,6060
2021-06,21610,Casey (C),23,27,24653,508,9249,136,4446,2370,8705,28813,22259,27801,13903,3204,2242,3486,0,49068,223,0,1413,4027,18011
2021-06,21670,Central Goldfields (S),0,5,3052,13,674,11,422,201,1049,974,782,1255,1003,249,62,183,0,5345,0,0,105,58,1133
2021-06,21750,Colac-Otway (S),6,5,2997,32,516,10,231,585,986,1308,1006,1347,854,298,55,228,0,5054,5,0,86,77,1169
2021-06,21830,Corangamite (S),5,5,2234,13,447,8,201,445,679,901,664,987,620,243,44,137,0,3765,0,0,42,61,750
2021-06,21890,Darebin (C),44,25,14275,825,4084,52,1585,1784,4855,5404,4243,10845,6587,1370,276,644,0,24526,50,0,393,2144,8757
2021-06,22110,East Gippsland (S),15,32,9573,40,1733,14,889,1338,2431,3130,2441,3775,2499,877,169,589,0,15181,5,0,269,117,3427
2021-06,22170,Frankston (C),27,19,14815,252,3703,74,1591,1658,5223,8771,7142,9445,6552,1336,302,1606,0,27334,24,0,630,1043,10164
2021-06,22250,Gannawarra (S),5,5,2060,7,331,0,146,271,527,627,443,669,480,117,18,125,0,3192,5,0,39,31,573
2021-06,22310,Glen Eira (C),12,8,10878,294,2314,22,628,3054,2521,4074,3090,6814,3207,957,166,358,0,16117,26,0,168,1591,5574
2021-06,22410,Glenelg (S),5,13,3111,21,701,11,373,441,1015,1217,973,1328,1067,330,64,215,0,5504,0,0,90,57,1082
2021-06,22490,Golden Plains (S),5,0,2192,15,713,17,309,301,626,1310,943,1329,696,262,43,142,0,3720,0,0,83,99,534
2021-06,22620,Greater Bendigo (C),41,49,14973,231,3849,71,1782,1950,5500,8006,6396,8765,5330,1335,374,1552,0,27614,0,0,657,1316,8967
2021-06,22670,Greater Dandenong (C),11,15,17339,258,4946,71,2857,1232,6192,11481,9166,14100,8468,1734,1041,1335,0,32567,345,0,646,2485,11513
2021-06,22750,Greater Geelong (C),52,55,31925,550,7420,162,3238,5046,9511,14348,11597,18673,10398,3243,604,2529,0,53907,69,0,1116,3055,17480
2021-06,22830,Greater Shepparton (C),34,59,8051,59,2411,28,1227,1100,3149,5118,4027,5261,3446,697,337,971,0,15667,58,0,404,473,5591
2021-06,22910,Hepburn (S),0,5,2592,21,392,5,195,369,711,884,661,1018,727,240,45,92,0,4070,0,0,43,54,737
2021-06,22980,Hindmarsh (S),0,5,961,6,163,.,94,164,301,303,229,326,253,82,22,44,0,1597,0,0,28,14,248
2021-06,23110,Hobsons Bay (C),5,8,8881,151,2464,29,1031,1356,2238,3854,3148,5580,3387,799,226,494,0,14487,20,0,206,805,3956
2021-06,23190,Horsham (RC),7,10,2582,15,519,14,211,503,903,1348,1041,1246,725,241,72,274,0,4505,0,0,109,103,1263
2021-06,23270,Hume (C),34,28,17848,417,11697,187,7861,1432,8085,20878,16784,24107,13597,2168,2434,2307,0,42697,198,0,1345,3441,14609
2021-06,23350,Indigo (S),0,0,2250,19,411,0,149,438,452,889,639,820,487,131,21,117,0,3320,0,0,38,50,665
2021-06,23430,Kingston (C) (Vic.),7,0,17057,248,3360,50,1147,3151,3774,5842,4561,7986,4360,1506,185,656,0,25365,38,0,272,1286,6354
2021-06,23670,Knox (C),13,18,16788,260,3551,61,1238,2937,3922,7827,5966,9715,4904,1808,312,936,0,25983,36,0,405,1512,6203
2021-06,23810,Latrobe (C) (Vic.),12,27,10592,137,2845,54,1465,1110,4599,5459,4565,6851,4954,1232,309,1311,0,21001,26,0,609,398,6459
2021-06,23940,Loddon (S),0,0,1300,8,298,5,187,135,513,459,343,512,464,70,20,76,0,2379,5,0,36,27,344
2021-06,24130,Macedon Ranges (S),0,0,4827,59,1061,18,300,1126,971,1934,1486,2311,1062,505,58,247,0,7059,5,0,86,241,1425
2021-06,24210,Manningham (C),8,9,12576,197,2609,34,747,4802,1740,4531,3328,6728,2909,1347,198,299,0,17397,71,0,142,1282,3694
2021-06,24250,Mansfield (S),5,0,1427,9,183,5,73,250,237,490,319,477,293,111,19,66,0,1985,0,0,13,22,331
2021-06,24330,Maribyrnong (C),33,9,5714,395,1788,15,831,499,2291,3229,2643,6726,4491,765,211,444,0,11424,65,0,252,1276,5090
2021-06,24410,Maroondah (C),13,0,11459,191,2241,44,698,2520,3120,5438,4223,6671,3620,1151,335,632,0,18283,23,0,278,848,5332
2021-06,24600,Melbourne (C),128,23,3591,659,776,16,381,1215,2244,2459,2079,10426,5396,893,169,371,0,8460,46,0,371,3626,7879
2021-06,24650,Melton (C),22,29,10487,254,5724,100,2731,793,4298,14708,11804,14883,7614,1450,1110,2243,0,23444,67,0,798,1811,9607
2021-06,24780,Mildura (RC),29,101,7262,60,2050,29,991,779,2666,4186,3356,4447,2984,459,244,879,0,13492,20,0,366,262,4455
2021-06,24850,Mitchell (S),14,15,4440,45,1458,29,669,532,1489,3352,2731,3215,1973,425,150,609,0,8403,5,0,217,268,2458
2021-06,24900,Moira (S),9,5,5490,19,1119,11,516,616,1399,1959,1491,1903,1291,330,86,410,0,8730,5,0,122,105,2011
2021-06,24970,Monash (C),56,18,17561,347,3515,34,1201,5161,3231,6572,4869,11296,4647,1999,279,457,0,25394,66,0,270,3064,7021
2021-06,25060,Moonee Valley (C),12,11,11455,332,2934,30,1016,2611,2497,3645,2934,7059,3891,1144,166,581,0,17590,60,0,255,1315,4539
2021-06,25150,Moorabool (S),5,8,3700,55,1072,19,405,504,952,2092,1642,2225,1258,354,73,333,0,6160,12,0,124,175,1537
2021-06,25250,Moreland (C),62,17,15167,870,4945,57,2096,1749,4612,6637,5277,13051,7114,1493,557,715,0,25751,73,0,472,2637,9861
2021-06,25340,Mornington Peninsula (S),12,16,24509,224,3994,56,1443,5414,4650,7835,6168,8411,5248,1693,224,1243,0,35655,5,0,429,757,8676
2021-06,25430,Mount Alexander (S),5,0,3186,62,429,5,167,546,807,1087,847,1216,777,260,49,152,0,4871,5,0,49,93,913
2021-06,25490,Moyne (S),5,11,1870,17,396,8,169,403,473,1079,735,977,537,228,44,150,0,3055,0,0,48,48,619
2021-06,25620,Murrindindi (S),0,0,2174,22,382,5,178,385,563,781,560,856,594,185,35,94,0,3444,5,0,53,46,695
2021-06,25710,Nillumbik (S),5,6,4233,86,1056,19,245,1555,835,1809,1338,2700,1174,623,53,174,0,6264,5,0,92,448,1132
2021-06,25810,Northern Grampians (S),0,5,2035,8,412,6,213,255,803,694,552,743,580,169,44,139,0,3600,5,0,45,30,729
2021-06,25900,Port Phillip (C),17,0,5597,339,1089,8,436,1687,2967,2166,1838,5287,4022,565,95,308,0,11229,29,0,155,920,5652
2021-06,25990,Pyrenees (S),5,5,1285,8,287,8,163,129,415,466,354,511,390,101,22,60,0,2193,0,0,30,26,341
2021-06,26080,Queenscliffe (B),0,0,531,5,52,.,13,253,55,79,55,126,54,43,5,8,0,667,0,0,5,14,106
2021-06,26170,South Gippsland (S),5,5,4493,31,793,7,355,973,1062,1714,1265,1803,1087,471,71,262,0,6969,0,0,61,119,1356
2021-06,26260,Southern Grampians (S),0,9,2370,17,448,7,206,458,726,985,709,986,659,246,58,151,0,3946,5,0,68,44,823
2021-06,26350,Stonnington (C),15,6,5563,303,983,10,308,2387,1567,1453,1171,4663,2496,493,41,177,0,8750,16,0,114,1349,3938
2021-06,26430,Strathbogie (S),0,0,2006,9,322,5,164,355,418,623,466,621,455,135,23,110,0,3031,0,0,27,29,659
2021-06,26490,Surf Coast (S),0,5,3030,90,520,15,150,1111,513,1305,986,1653,792,345,47,152,0,4387,0,0,46,234,1092
2021-06,26610,Swan Hill (RC),9,24,2532,15,582,13,267,352,851,1356,1052,1389,893,205,61,278,0,4466,15,0,100,77,1132
2021-06,26670,Towong (S),5,0,950,5,154,5,72,159,240,318,209,353,249,54,12,38,0,1468,0,0,17,10,264
2021-06,26700,Wangaratta (RC),0,8,4391,18,836,13,386,669,1276,1908,1445,1714,1104,328,98,310,0,7233,0,0,137,103,1669
2021-06,26730,Warrnambool (C),6,27,4691,62,987,24,402,716,1435,2204,1709,2336,1463,538,66,410,0,8026,5,0,160,237,2358
2021-06,26810,Wellington (S),8,12,6377,49,1456,31,745,912,1940,2711,2163,3153,2056,750,153,501,0,11034,9,0,191,150,2607
2021-06,26890,West Wimmera (S),0,0,576,0,100,.,44,103,167,186,138,195,158,34,6,28,0,923,0,0,9,8,123
2021-06,26980,Whitehorse (C),21,7,15627,317,2816,45,830,4995,3289,5746,4298,9612,4156,1889,247,457,0,22949,69,0,262,2122,6276
2021-06,27070,Whittlesea (C),32,38,19685,376,8361,122,3980,1714,6426,16514,12951,17450,9535,1992,1173,1971,0,37129,214,0,857,2725,11611
2021-06,27170,Wodonga (C),14,23,4798,51,1502,29,662,545,1698,3159,2559,2958,1825,355,123,648,0,8981,5,0,262,239,2870
2021-06,27260,Wyndham (C),28,36,12842,403,6319,120,2820,1462,4697,23735,19199,23102,10762,2285,1895,2867,0,28194,125,0,1069,2826,15716
2021-06,27350,Yarra (C),31,12,4747,562,1081,14,505,1216,2418,1962,1695,5974,3835,556,138,418,0,9895,27,0,182,1559,4243
2021-06,27450,Yarra Ranges (S),12,24,16097,212,3408,56,1093,2751,4216,8103,6206,8441,4870,1562,261,1034,0,25797,5,0,432,899,5812
2021-06,27630,Yarriambiack (S),0,5,1108,0,289,.,169,196,504,404,314,387,320,66,19,63,0,2066,0,0,21,15,346
2021-06,29399,Unincorporated Vic,0,0,22,5,0,.,.,11,10,14,9,53,25,9,0,0,0,39,0,0,5,0,13
2021-06,30250,Aurukun (S),8,39,50,0,27,.,26,0,60,189,154,468,367,5,32,54,0,275,0,0,39,0,28
2021-06,30300,Balonne (S),5,53,405,5,84,0,46,63,134,345,267,302,179,6,12,87,0,763,0,0,26,8,225
2021-06,30370,Banana (S),5,24,1141,0,274,6,111,255,315,726,571,708,459,38,30,159,0,2018,5,0,55,25,541
2021-06,30410,Barcaldine (R),0,5,307,0,51,.,18,52,57,169,125,151,90,6,9,28,0,458,0,0,9,7,98
2021-06,30450,Barcoo (S),0,0,26,0,5,.,0,0,5,13,8,11,5,0,0,5,0,34,0,0,0,0,8
2021-06,30760,Blackall-Tambo (R),0,0,289,0,62,.,35,31,81,102,83,66,73,5,6,24,0,480,0,0,0,0,106
2021-06,30900,Boulia (S),0,0,15,0,7,5,0,0,9,28,22,45,31,0,0,7,0,43,0,0,0,0,5
2021-06,31000,Brisbane (C),648,541,83555,3408,17401,325,6803,21443,26240,51705,41302,73277,39930,4711,2693,7000,0,145878,396,0,4209,15918,68933
2021-06,31750,Bulloo (S),0,5,16,0,.,.,.,5,5,18,13,15,8,0,0,0,0,26,0,0,0,0,0
2021-06,31820,Bundaberg (R),43,148,17620,133,4695,43,2535,1790,5355,7026,5672,7739,5862,784,410,1435,0,30650,8,0,823,331,9487
2021-06,31900,Burdekin (S),10,56,2325,7,452,9,215,442,565,929,765,990,789,61,51,193,0,3773,0,0,106,26,1129
2021-06,31950,Burke (S),0,6,23,0,5,.,0,0,8,16,12,36,30,0,6,5,0,43,0,0,0,0,8
2021-06,32080,Cairns (R),284,849,15058,302,3523,55,1772,2078,5067,12589,10416,14502,9551,622,691,2818,0,29165,20,0,1249,967,14319
2021-06,32250,Carpentaria (S),0,34,155,0,28,.,23,7,64,178,163,269,212,0,16,64,0,390,0,0,24,0,91
2021-06,32260,Cassowary Coast (R),30,142,4042,11,860,13,494,674,1260,2194,1776,2290,1861,147,177,452,0,7367,11,0,190,62,2610
2021-06,32270,Central Highlands (R) (Qld),11,36,1301,12,411,6,168,192,510,1394,1211,1265,869,69,67,362,0,2846,0,0,132,32,1033
2021-06,32310,Charters Towers (R),13,59,1527,9,279,5,149,164,420,758,625,758,601,47,24,182,0,2606,0,0,74,19,704
2021-06,32330,Cherbourg (S),7,53,45,0,35,0,32,0,101,209,197,308,212,0,10,118,0,357,0,0,62,0,159
2021-06,32450,Cloncurry (S),14,27,147,0,33,5,24,14,56,187,164,221,165,0,10,69,0,373,0,0,18,5,129
2021-06,32500,Cook (S),15,88,471,0,86,.,60,44,183,355,301,557,400,15,37,106,0,978,0,0,40,6,222
2021-06,32600,Croydon (S),0,6,19,0,7,.,0,0,10,21,13,32,16,0,5,5,0,43,0,0,0,0,8
2021-06,32750,Diamantina (S),5,0,10,0,5,.,.,0,0,10,5,12,6,0,0,5,0,16,0,0,5,0,5
2021-06,32770,Doomadgee (S),8,33,28,0,13,5,13,0,66,221,186,396,262,0,59,69,0,252,0,0,46,0,12
2021-06,32810,Douglas (S),12,48,1437,10,236,5,141,269,491,828,630,1088,860,71,66,152,0,2601,5,0,70,28,1100
2021-06,33100,Etheridge (S),5,5,98,0,15,.,8,10,22,57,42,45,28,5,5,8,0,144,0,0,0,0,20
2021-06,33200,Flinders (S) (Qld),5,6,169,0,23,5,8,32,44,96,74,86,63,5,5,22,0,283,0,0,8,5,58
2021-06,33220,Fraser Coast (R),37,155,22836,149,6291,36,3588,1968,7147,8068,6526,8842,7198,1006,512,1694,0,40078,8,0,973,344,12272
2021-06,33360,Gladstone (R),23,126,5452,74,1658,40,871,702,2137,4289,3706,4904,3971,367,285,1168,0,11971,5,0,544,160,5240
2021-06,33430,Gold Coast (C),256,252,64993,1759,14411,263,6380,9780,15371,39012,30827,43022,26525,2252,1802,6145,0,108202,124,0,2823,6035,51812
2021-06,33610,Goondiwindi (R),6,38,1170,6,265,5,126,193,339,808,618,640,365,38,33,206,0,2085,5,0,58,18,651
2021-06,33620,Gympie (R),22,41,9118,80,2677,22,1529,890,3739,4043,3203,4129,3173,365,271,732,0,17308,6,0,437,172,4887
2021-06,33800,Hinchinbrook (S),24,35,1924,5,359,6,191,402,473,595,460,660,580,65,27,139,0,3101,0,0,54,11,855
2021-06,33830,Hope Vale (S),11,62,42,0,20,.,22,0,40,153,137,305,184,6,20,70,0,228,0,0,38,0,24
2021-06,33960,Ipswich (C),167,368,17192,392,6682,125,3344,1511,9055,21145,17741,18805,11530,1023,1232,4484,0,40928,43,0,2012,1466,22422
2021-06,33980,Isaac (R),7,8,630,5,190,5,81,105,213,724,610,544,366,26,18,202,0,1307,5,0,39,13,479
2021-06,34420,Kowanyama (S),10,40,44,0,20,.,20,0,45,162,132,394,292,0,24,41,0,212,0,0,65,0,23
2021-06,34530,Livingstone (S),23,50,4571,25,1008,13,427,832,1103,1839,1510,1965,1454,259,88,392,0,7478,5,0,143,81,2229
2021-06,34570,Lockhart River (S),7,20,29,0,5,5,5,5,18,88,83,150,97,0,14,29,0,112,0,0,20,0,9
2021-06,34580,Lockyer Valley (R),20,62,4790,55,1511,24,831,439,1865,2992,2372,3116,1930,178,166,526,0,9211,28,0,299,371,3031
2021-06,34590,Logan (C),172,377,30568,568,10541,188,5549,2266,12486,31275,25853,30118,18391,1533,2102,6356,0,65279,219,0,2851,2543,33283
2021-06,34710,Longreach (R),5,5,328,0,56,5,22,51,97,212,174,153,107,6,9,38,0,554,0,0,7,9,161
2021-06,34770,Mackay (R),48,204,10555,108,2624,33,1207,1908,3118,6453,5505,6594,4765,504,269,1582,0,19242,9,0,564,313,6936
2021-06,34800,McKinlay (S),0,5,33,0,8,.,6,8,7,53,36,38,23,0,5,7,0,64,0,0,5,0,14
2021-06,34830,Mapoon (S),0,9,10,0,7,.,5,0,14,31,27,68,50,5,5,15,0,55,0,0,5,0,14
2021-06,34860,Maranoa (R),7,41,1010,5,214,5,88,248,345,832,666,699,408,50,42,174,0,1869,0,0,74,21,728
2021-06,34880,Mareeba (S),33,123,2976,25,517,8,313,493,833,1680,1391,2038,1656,84,112,400,0,5311,5,0,143,42,1815
2021-06,35010,Moreton Bay (R),174,404,53054,784,14781,236,6664,6797,15840,33574,27226,31524,20142,2364,1638,6289,0,95126,49,0,2994,2632,39939
2021-06,35250,Mornington (S),5,33,52,0,8,.,9,0,38,161,132,280,199,0,28,38,0,181,0,0,25,0,11
2021-06,35300,Mount Isa (C),21,127,857,5,220,5,118,88,390,1237,1119,1532,1060,35,93,437,0,2186,5,0,200,27,659
2021-06,35600,Murweh (S),5,33,474,5,101,5,50,54,148,268,213,262,221,22,9,78,0,884,0,0,30,5,218
2021-06,35670,Napranum (S),6,18,29,0,23,.,20,0,53,133,116,222,185,0,16,49,0,207,0,0,27,0,63
2021-06,35740,Noosa (S),10,13,8091,128,1336,11,560,1913,1592,2936,2230,2935,2305,281,142,371,0,12305,0,0,194,238,3413
2021-06,35760,North Burnett (R),5,29,1652,0,345,0,200,258,517,680,524,792,606,57,41,135,0,2854,0,0,58,20,681
2021-06,35780,Northern Peninsula Area (R),25,106,73,0,32,.,23,0,43,393,339,513,282,5,46,143,0,363,0,0,38,0,52
2021-06,35790,Palm Island (S),44,66,77,0,41,.,39,0,94,309,288,618,406,5,40,152,0,463,0,0,95,5,77
2021-06,35800,Paroo (S),8,42,184,0,55,.,40,18,106,145,127,194,139,0,6,56,0,441,0,0,21,0,81
2021-06,36070,Pormpuraaw (S),9,23,36,0,15,.,12,0,36,102,90,230,182,0,11,32,0,151,0,0,15,0,23
2021-06,36150,Quilpie (S),0,8,50,0,10,.,6,14,15,59,36,56,35,0,0,15,0,101,0,0,0,5,34
2021-06,36250,Redland (C),59,78,20088,169,4222,47,1650,3227,4405,8469,6685,8241,5516,702,304,1369,0,31314,11,0,602,780,9105
2021-06,36300,Richmond (S),0,5,50,0,7,.,5,15,10,54,42,33,20,5,5,13,0,85,0,0,5,0,22
2021-06,36370,Rockhampton (R),68,227,8877,90,2457,33,1138,957,3524,5831,4986,6254,4341,450,292,1537,0,17452,6,0,690,278,6717
2021-06,36510,Scenic Rim (R),9,48,5782,52,1468,18,699,892,1609,2800,2217,2608,1928,210,138,491,0,9919,5,0,227,170,3255
2021-06,36580,Somerset (R),10,31,3467,25,1105,8,631,323,1407,1938,1540,1828,1367,150,104,376,0,6730,0,0,176,74,2122
